Date,Open,High,Low,Close,Volume
1/2/2025 22:30,96882.8,97042.26,96882.79,97004.57,31.22978
1/2/2025 22:35,97004.57,97004.58,96841.69,96946.69,23.41113
1/2/2025 22:40,96946.7,96946.7,96841.69,96916.95,26.91627
1/2/2025 22:45,96916.94,97017.29,96861.4,96960.5,28.45419
1/2/2025 22:50,96960.51,96971.15,96940,96940,14.79961
1/2/2025 22:55,96940.01,96984,96911.04,96911.04,21.12971
1/2/2025 23:00,96911.04,97017.45,96869.53,97010.24,46.78292
1/2/2025 23:05,97010.25,97022.76,96758.17,96768.91,107.80596
1/2/2025 23:10,96768.91,96851.93,96768.9,96848.49,40.07846
1/2/2025 23:15,96848.49,96904.05,96820.42,96904.04,17.9199
1/2/2025 23:20,96904.04,96957.62,96872.9,96881.43,45.59233
1/2/2025 23:25,96881.56,96980,96881.56,96973.53,20.04152
1/2/2025 23:30,96973.52,97077.78,96972.01,96972.02,25.60785
1/2/2025 23:35,96972.01,97022.24,96948,96955.38,26.73224
1/2/2025 23:40,96955.39,96997.53,96889.21,96997.53,21.79931
1/2/2025 23:45,96997.52,96997.53,96847.16,96916.67,57.74481
1/2/2025 23:50,96916.68,96977.99,96916.67,96949.15,15.78808
1/2/2025 23:55,96949.15,96984.79,96949.15,96984.79,15.89096
1/3/2025 0:00,96984.79,97028.08,96959.81,96981.56,32.62107
1/3/2025 0:05,96981.57,97080.96,96961.22,97008.83,33.63487
1/3/2025 0:10,97008.83,97008.83,96945.21,96945.21,19.72676
1/3/2025 0:15,96945.22,96945.22,96848.48,96848.49,11.76935
1/3/2025 0:20,96848.49,96964.99,96796.56,96905.19,56.28616
1/3/2025 0:25,96905.18,97039.97,96905.18,97025.92,34.37477
1/3/2025 0:30,97025.92,97068.14,96967.51,96967.51,24.15235
1/3/2025 0:35,96967.51,97000.85,96906.34,96906.34,24.23579
1/3/2025 0:40,96906.34,96957.02,96890.99,96913.84,16.39428
1/3/2025 0:45,96913.83,96994.62,96888.38,96888.38,16.07685
1/3/2025 0:50,96888.38,96888.39,96799.96,96844.38,24.83498
1/3/2025 0:55,96844.39,96866.34,96825.82,96825.82,20.9025
1/3/2025 1:00,96825.83,96900,96757.06,96814.85,36.27781
1/3/2025 1:05,96814.84,96867.54,96776.48,96832.01,40.75824
1/3/2025 1:10,96832.01,96838.74,96705.62,96730,38.4131
1/3/2025 1:15,96730,96733.6,96650,96711.6,29.22487
1/3/2025 1:20,96711.59,96872.69,96711.59,96872.68,29.1352
1/3/2025 1:25,96872.68,96907.13,96825.79,96907.12,14.48744
