Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2025-01-01 03:00:00,3362.61000000,3362.75000000,3358.59000000,3360.96000000,939.13150000,2025-01-01 03:04:59.999,3156711.00658000,2986,501.60490000,1685917.93285100,0
2025-01-01 03:05:00,3360.95000000,3363.72000000,3359.39000000,3359.49000000,273.99860000,2025-01-01 03:09:59.999,920994.29162100,2719,152.90430000,513896.89127400,0
2025-01-01 03:10:00,3359.50000000,3361.41000000,3359.43000000,3359.68000000,153.05850000,2025-01-01 03:14:59.999,514286.95859500,1237,83.44520000,280375.26623600,0
2025-01-01 03:15:00,3359.69000000,3359.69000000,3354.50000000,3356.09000000,396.59010000,2025-01-01 03:19:59.999,1331330.18806800,2229,175.52510000,589198.10460300,0
2025-01-01 03:20:00,3356.08000000,3356.59000000,3351.64000000,3355.23000000,365.04020000,2025-01-01 03:24:59.999,1224432.35185600,2072,217.60650000,729888.64730500,0
2025-01-01 03:25:00,3355.23000000,3356.38000000,3354.37000000,3354.51000000,273.08880000,2025-01-01 03:29:59.999,916419.20927900,1478,107.89270000,362071.86894100,0
2025-01-01 03:30:00,3354.51000000,3355.59000000,3353.26000000,3354.01000000,288.72690000,2025-01-01 03:34:59.999,968507.60989100,1530,128.48890000,430994.84905100,0
2025-01-01 03:35:00,3354.02000000,3356.78000000,3352.00000000,3356.53000000,247.78630000,2025-01-01 03:39:59.999,831040.55911300,2159,160.09080000,536919.06753600,0
2025-01-01 03:40:00,3356.44000000,3357.15000000,3354.09000000,3355.95000000,340.24040000,2025-01-01 03:44:59.999,1141673.53589100,1916,124.05860000,416209.22290600,0
2025-01-01 03:45:00,3355.95000000,3356.31000000,3351.00000000,3354.99000000,335.82640000,2025-01-01 03:49:59.999,1126279.96782600,2398,133.07890000,446295.85357200,0
